期权代码,期权名称,最新价,涨跌幅,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta,到期日
10009808,科创板50沽3月1400,0.1956,-17.5,6.96,3.23,-0.464,0.9265,0.3963,-0.4397,-0.1479,2026-03-25
10009719,科创板50沽3月1100,0.048,-17.53,28.35,5.56,-0.1961,0.6453,0.276,-0.1727,-0.1062,2026-03-25
10010002,科创板50沽10月1600,0.2719,-17.53,5.01,4.24,-0.8475,1.1872,0.1088,-0.1616,-0.185,2025-10-22
10009318,50ETF沽12月3000,0.0657,-17.67,47.52,15.51,-0.3265,1.044,0.6039,-0.3158,-0.2022,2025-12-24
10009666,300ETF沽3月4400,0.163,-17.68,28.59,9.24,-0.3233,0.4451,1.2265,-0.9097,-0.2478,2026-03-25
10009754,科创50沽3月1350,0.1494,-17.69,9.32,3.63,-0.3898,0.8637,0.3916,-0.3711,-0.1496,2026-03-25
10009721,科创板50沽3月1200,0.0872,-17.74,15.61,4.39,-0.2811,0.7866,0.3364,-0.2532,-0.1285,2026-03-25
10009988,科创50沽10月1650,0.285,-17.75,4.89,4.18,-0.856,1.1026,0.1071,-0.1681,-0.1835,2025-10-22
10009665,300ETF沽3月4300,0.1282,-17.77,36.35,10.07,-0.2771,0.4151,1.144,-0.775,-0.2329,2026-03-25
10009784,科创50沽3月1400,0.1775,-17.86,7.85,3.41,-0.4341,0.8859,0.4017,-0.4187,-0.1525,2026-03-25
10009704,科创50沽3月1250,0.0963,-17.9,14.47,4.36,-0.3011,0.7842,0.3556,-0.2798,-0.1372,2026-03-25
10009686,500ETF沽3月7250,0.688,-17.91,10.5,4.77,-0.4539,0.2789,2.0978,-2.058,-0.4745,2026-03-25
10009822,300ETF沽12月4900,0.3666,-18.11,12.71,7.87,-0.6191,0.645,0.9523,-0.9358,-0.3488,2025-12-24
10009734,科创50沽3月1300,0.1178,-18.19,11.83,4.08,-0.3452,0.8298,0.3762,-0.3247,-0.1445,2026-03-25
10009980,300ETF沽10月5000,0.3937,-18.22,11.84,9.39,-0.7937,0.7632,0.4507,-0.4686,-0.4098,2025-10-22
10009232,50ETF沽12月2800,0.0215,-18.25,145.21,20.56,-0.1416,0.6495,0.3757,-0.1347,-0.1285,2025-12-24
10009234,50ETF沽12月2900,0.038,-18.28,82.16,18.47,-0.2248,0.868,0.5021,-0.2155,-0.1702,2025-12-24
10009859,科创板50沽12月1450,0.1927,-18.35,7.06,3.93,-0.5568,1.258,0.2882,-0.2682,-0.2032,2025-12-24
10010008,500ETF沽9月8250,1.0569,-18.35,6.84,6.79,-0.9935,0.0472,0.0254,-0.3144,0.0176,2025-09-24
10009485,300ETF沽12月3800,0.0111,-18.38,419.82,18.56,-0.0442,0.1586,0.2341,-0.0626,-0.0932,2025-12-24
10009664,300ETF沽3月4200,0.0989,-18.4,47.12,11.0,-0.2335,0.3796,1.046,-0.6491,-0.2144,2026-03-25
10009778,科创板50沽3月1350,0.1638,-18.51,8.31,3.48,-0.4185,0.9109,0.3896,-0.3913,-0.1464,2026-03-25
10009700,科创50沽3月1050,0.0303,-18.55,45.97,6.56,-0.1427,0.5079,0.2303,-0.127,-0.0901,2026-03-25
10009661,300ETF沽3月3900,0.0426,-18.7,109.39,13.56,-0.124,0.2538,0.6993,-0.3391,-0.1456,2026-03-25
10009702,科创50沽3月1150,0.0574,-18.7,24.27,5.26,-0.2169,0.6613,0.2998,-0.197,-0.1166,2026-03-25
10009987,科创50沽10月1600,0.243,-18.7,5.73,4.61,-0.8035,1.3466,0.1308,-0.1547,-0.2298,2025-10-22
10009942,500ETF沽10月8000,0.9045,-18.74,7.99,6.83,-0.855,0.3463,0.5582,-0.8041,-0.5602,2025-10-22
10009685,500ETF沽3月7000,0.5356,-19.18,13.49,5.18,-0.3843,0.2689,2.0226,-1.7217,-0.4638,2026-03-25
10010001,科创板50沽10月1550,0.2279,-19.44,5.97,4.72,-0.7905,1.4495,0.1328,-0.1477,-0.2314,2025-10-22
10010022,科创板50沽10月1050,0.0033,-19.51,412.42,12.87,-0.0312,0.3552,0.0326,-0.0051,-0.0601,2025-10-22
10009843,科创50沽12月1450,0.17,-19.55,8.19,4.22,-0.5155,1.2262,0.2978,-0.2523,-0.2138,2025-12-24
10009233,50ETF沽12月2850,0.0284,-19.55,109.93,19.84,-0.1805,0.7613,0.4404,-0.1724,-0.15,2025-12-24
10009844,科创50沽12月1500,0.202,-19.55,6.9,3.95,-0.5731,1.2064,0.293,-0.2845,-0.2087,2025-12-24
10009798,300ETF沽12月4800,0.2973,-19.58,15.67,8.71,-0.5558,0.6687,0.9873,-0.8328,-0.3679,2025-12-24
10009663,300ETF沽3月4100,0.0746,-19.7,62.47,12.06,-0.1931,0.3397,0.9362,-0.5338,-0.193,2026-03-25
10009264,500ETF沽12月5250,0.0118,-19.73,612.2,6.24,-0.0102,0.0263,0.106,-0.0224,-0.0483,2025-12-24
10009756,300ETF沽3月3700,0.0234,-19.86,199.15,14.38,-0.0722,0.1706,0.47,-0.1958,-0.0986,2026-03-25
10009684,500ETF沽3月6750,0.4051,-19.97,17.83,5.63,-0.3159,0.2504,1.8832,-1.3998,-0.4367,2026-03-25
10008880,科创板50沽9月1100,0.0008,-20.0,1701.25,8.34,-0.0049,0.126,0.0038,-0.0002,-0.0214,2025-09-24
10009247,300ETF沽12月3716A,0.0076,-20.0,613.16,18.39,-0.03,0.1156,0.1707,-0.0424,-0.0681,2025-12-24
10009662,300ETF沽3月4000,0.0565,-20.08,82.48,12.91,-0.1565,0.2972,0.8191,-0.4302,-0.1697,2026-03-25
10009720,科创板50沽3月1150,0.0658,-20.15,20.68,4.91,-0.2374,0.7208,0.3083,-0.2114,-0.1182,2026-03-25
10009806,科创板50沽12月1400,0.1568,-20.24,8.68,4.31,-0.4963,1.2709,0.2912,-0.2357,-0.2069,2025-12-24
10009699,科创50沽3月1000,0.0211,-20.38,66.02,7.33,-0.111,0.4263,0.1933,-0.0978,-0.0759,2026-03-25
10009678,500ETF沽3月5250,0.0452,-20.42,159.82,6.3,-0.0394,0.06,0.4515,-0.1662,-0.1087,2026-03-25
10009984,科创50沽9月1650,0.2655,-20.51,5.25,5.11,-0.9736,0.5135,0.0166,-0.0618,-0.0733,2025-09-24
10009312,50ETF沽12月2950,0.0495,-20.55,63.07,17.26,-0.2737,0.9639,0.5576,-0.2636,-0.1879,2025-12-24
10009679,500ETF沽3月5500,0.0672,-20.66,107.5,6.9,-0.0642,0.0884,0.6652,-0.2723,-0.1596,2026-03-25
10009998,科创板50沽9月1600,0.2503,-20.67,5.44,5.27,-0.9694,0.6023,0.0184,-0.0597,-0.0828,2025-09-24
10009726,50ETF沽9月3300,0.1829,-20.72,17.07,15.53,-0.9098,1.2889,0.0994,-0.1158,-0.228,2025-09-24
10009322,科创50沽12月800,0.0019,-20.83,733.16,4.4,-0.006,0.0527,0.0128,-0.0025,-0.0095,2025-12-24
10009682,500ETF沽3月6250,0.2123,-20.84,34.03,6.53,-0.192,0.1923,1.4463,-0.8343,-0.3412,2026-03-25
10009698,科创50沽3月950,0.0143,-20.99,97.41,8.12,-0.0834,0.3458,0.1568,-0.0728,-0.0617,2026-03-25
10009960,科创50沽10月1550,0.1998,-21.06,6.97,5.15,-0.7387,1.5813,0.1536,-0.1396,-0.2747,2025-10-22
10009680,500ETF沽3月5750,0.1003,-21.15,72.02,7.04,-0.0977,0.1215,0.9142,-0.4177,-0.2183,2026-03-25
10009681,500ETF沽3月6000,0.1451,-21.31,49.79,6.99,-0.1405,0.1571,1.1817,-0.6052,-0.2806,2026-03-25
10009746,500ETF沽12月7500,0.6555,-21.34,11.02,6.22,-0.5645,0.3786,1.5255,-1.3334,-0.6514,2025-12-24
10009703,科创50沽3月1200,0.0743,-21.38,18.75,4.84,-0.2581,0.7276,0.3299,-0.2371,-0.1278,2026-03-25
10009248,300ETF沽12月3814A,0.011,-21.43,423.64,19.91,-0.047,0.1665,0.2459,-0.0666,-0.0979,2025-12-24
10008862,科创50沽9月1150,0.0011,-21.43,1266.36,13.55,-0.0107,0.2398,0.0078,-0.0005,-0.0438,2025-09-24
10009683,500ETF沽3月6500,0.2951,-21.52,24.48,6.15,-0.2511,0.2242,1.6865,-1.1013,-0.3948,2026-03-25
10009752,科创50沽12月1350,0.1089,-21.82,12.79,5.05,-0.3946,1.1841,0.2876,-0.1882,-0.2089,2025-12-24
10009978,科创板50沽10月1500,0.1855,-21.83,7.34,5.28,-0.7201,1.695,0.1553,-0.1321,-0.2752,2025-10-22
10009660,300ETF沽3月3800,0.0307,-21.88,151.79,14.56,-0.0959,0.211,0.5815,-0.2611,-0.1215,2026-03-25
10009782,科创50沽12月1400,0.1359,-22.03,10.25,4.67,-0.4556,1.2195,0.2962,-0.22,-0.214,2025-12-24
10009776,科创板50沽12月1350,0.1245,-22.04,10.93,4.74,-0.4337,1.2535,0.2872,-0.2032,-0.2054,2025-12-24
10009762,300ETF沽12月4700,0.2317,-22.14,20.11,9.85,-0.4898,0.6752,0.9968,-0.7278,-0.3765,2025-12-24
10009828,500ETF沽9月8000,0.8055,-22.98,8.97,8.71,-0.9715,0.1711,0.0919,-0.2989,-0.2203,2025-09-24
10009903,50ETF沽10月3200,0.118,-23.03,26.46,16.31,-0.6164,1.7476,0.4043,-0.2363,-0.3357,2025-10-22
10009983,科创50沽9月1600,0.218,-23.05,6.39,6.02,-0.9425,0.9688,0.0314,-0.0583,-0.1581,2025-09-24
10009265,500ETF沽12月5500,0.0192,-23.81,376.25,8.69,-0.0231,0.0528,0.2126,-0.0508,-0.0968,2025-12-24
10009738,科创板50沽12月1300,0.0956,-23.95,14.24,5.27,-0.3705,1.2035,0.2758,-0.1714,-0.1983,2025-12-24
10009632,300ETF沽12月4600,0.1756,-24.02,26.54,11.21,-0.4226,0.6627,0.9783,-0.6232,-0.3736,2025-12-24
10009959,科创50沽10月1500,0.1578,-24.35,8.83,5.84,-0.6617,1.7783,0.1728,-0.123,-0.3127,2025-10-22
10009616,500ETF沽12月7250,0.4814,-24.63,15.01,7.06,-0.4708,0.3826,1.5416,-1.0976,-0.6696,2025-12-24
10009250,300ETF沽12月4009A,0.0234,-24.76,199.15,19.95,-0.1002,0.2977,0.4395,-0.1428,-0.174,2025-12-24
10008808,50ETF沽9月2700,0.0006,-25.0,5203.33,0.0,0.0,0.0044,0.0003,0.0,-0.0008,2025-09-24
10009320,科创板50沽12月800,0.0021,-25.0,648.1,4.73,-0.0073,0.0655,0.015,-0.003,-0.011,2025-12-24
10008809,50ETF沽9月2750,0.0006,-25.0,5203.33,3.64,-0.0007,0.0206,0.0016,0.0,-0.0041,2025-09-24
10009884,科创板50沽9月1550,0.2003,-25.18,6.79,6.34,-0.9326,1.1366,0.0347,-0.0559,-0.1756,2025-09-24
10009941,500ETF沽10月7750,0.6538,-25.21,11.05,8.41,-0.7611,0.4714,0.7598,-0.702,-0.8069,2025-10-22
10009868,300ETF沽9月5000,0.3481,-25.56,13.39,12.47,-0.9315,0.6117,0.1204,-0.1796,-0.3101,2025-09-24
10009288,科创50沽12月1250,0.0588,-25.57,23.69,6.52,-0.2752,1.0269,0.2494,-0.1282,-0.1828,2025-12-24
10009249,300ETF沽12月3912A,0.0156,-25.71,298.72,21.0,-0.0703,0.2282,0.3369,-0.0998,-0.1338,2025-12-24
10009306,科创板50沽12月1250,0.0707,-25.89,19.25,5.93,-0.3083,1.1214,0.2569,-0.1409,-0.1856,2025-12-24
10009487,300ETF沽12月4000,0.0222,-26.0,209.91,20.38,-0.0971,0.291,0.4296,-0.1384,-0.1701,2025-12-24
10009924,300ETF沽10月4900,0.2858,-26.05,16.31,11.65,-0.7148,0.9089,0.5368,-0.4173,-0.504,2025-10-22
10009486,300ETF沽12月3900,0.0149,-26.24,312.75,20.95,-0.067,0.2201,0.325,-0.0952,-0.1291,2025-12-24
10009310,科创50沽12月1300,0.08,-26.27,17.41,5.82,-0.334,1.1193,0.2719,-0.1573,-0.1984,2025-12-24
10009610,300ETF沽12月4500,0.13,-26.39,35.85,12.77,-0.3562,0.6311,0.9317,-0.5216,-0.3591,2025-12-24
10009251,300ETF沽12月4107A,0.0335,-26.54,139.1,19.18,-0.1379,0.3731,0.5508,-0.1975,-0.2173,2025-12-24
10009266,500ETF沽12月5750,0.0314,-26.64,230.06,10.61,-0.0461,0.0931,0.375,-0.1019,-0.1702,2025-12-24
10009977,科创板50沽10月1450,0.1412,-26.69,9.64,6.14,-0.6371,1.8895,0.1732,-0.1149,-0.3105,2025-10-22
10009970,科创板50沽10月1100,0.006,-26.83,226.83,13.9,-0.0613,0.6113,0.056,-0.0102,-0.1034,2025-10-22
10009508,500ETF沽12月7000,0.3405,-26.99,21.22,7.97,-0.3756,0.3648,1.4701,-0.8654,-0.6467,2025-12-24
10009958,科创50沽10月1450,0.1195,-27.66,11.66,6.7,-0.5744,1.9063,0.1852,-0.1051,-0.3383,2025-10-22
10009303,科创板50沽12月1100,0.023,-27.67,59.17,8.62,-0.1457,0.7288,0.167,-0.0645,-0.1218,2025-12-24
10009876,科创50沽9月1550,0.1702,-27.76,8.18,7.25,-0.8857,1.6265,0.0527,-0.0535,-0.2806,2025-09-24
10009952,科创50沽10月1150,0.0083,-27.83,167.83,13.98,-0.0833,0.746,0.0725,-0.0142,-0.1353,2025-10-22
10009270,500ETF沽12月6750,0.2271,-27.93,31.81,9.05,-0.2845,0.3262,1.3145,-0.6485,-0.5839,2025-12-24
10009856,科创板50沽9月1500,0.156,-28.34,8.72,7.55,-0.8657,1.8867,0.0576,-0.0507,-0.3058,2025-09-24
10009314,300ETF沽12月4303A,0.0672,-28.43,69.35,16.31,-0.2352,0.5206,0.7685,-0.3402,-0.3002,2025-12-24
10009305,科创板50沽12月1200,0.05,-28.47,27.22,6.78,-0.249,1.0104,0.2315,-0.1125,-0.1678,2025-12-24
10009504,300ETF沽12月4400,0.0931,-28.49,50.05,14.64,-0.2925,0.5819,0.8591,-0.4256,-0.3336,2025-12-24
10009488,300ETF沽12月4100,0.0315,-28.57,147.94,19.96,-0.1349,0.3677,0.5428,-0.1932,-0.2141,2025-12-24
10009287,科创50沽12月1200,0.0419,-28.62,33.25,7.31,-0.22,0.9111,0.2213,-0.1014,-0.1627,2025-12-24
10009252,300ETF沽12月4205A,0.0471,-28.64,98.94,18.12,-0.1831,0.4491,0.663,-0.2635,-0.2604,2025-12-24
10009902,50ETF沽10月3100,0.0586,-28.97,53.28,23.3,-0.4374,1.8036,0.4173,-0.1656,-0.3553,2025-10-22
10009286,科创50沽12月1150,0.0282,-28.97,49.4,8.39,-0.1699,0.7784,0.1891,-0.0775,-0.1394,2025-12-24
10009300,科创板50沽12月950,0.0061,-29.07,223.11,10.13,-0.0454,0.3046,0.0698,-0.0196,-0.0512,2025-12-24
10009489,300ETF沽12月4200,0.0458,-29.1,101.75,18.38,-0.1806,0.4453,0.6574,-0.2598,-0.2582,2025-12-24
10009490,300ETF沽12月4300,0.0659,-29.22,70.71,16.51,-0.2335,0.5185,0.7655,-0.3377,-0.2991,2025-12-24
10009940,500ETF沽10月7500,0.453,-29.44,15.95,10.15,-0.6367,0.5705,0.9196,-0.5776,-1.0072,2025-10-22
10009768,500ETF沽9月7750,0.562,-29.51,12.85,11.61,-0.9033,0.4505,0.242,-0.2709,-0.7551,2025-09-24
10009299,科创板50沽12月900,0.004,-29.82,340.25,9.19,-0.027,0.1994,0.0457,-0.0115,-0.0335,2025-12-24
10009976,科创板50沽10月1400,0.1057,-29.91,12.88,7.0,-0.5439,1.9974,0.1831,-0.0966,-0.331,2025-10-22
10009267,500ETF沽12月6000,0.0524,-29.95,137.86,11.37,-0.0825,0.1465,0.5903,-0.1836,-0.267,2025-12-24
10008861,科创50沽9月1100,0.0007,-30.0,1990.0,4.58,-0.0023,0.0631,0.002,0.0,-0.0115,2025-09-24
10009304,科创板50沽12月1150,0.0343,-30.14,39.68,7.71,-0.1943,0.8766,0.2009,-0.0869,-0.1461,2025-12-24
10009622,50ETF沽9月3200,0.094,-30.37,33.21,23.86,-0.7184,2.6759,0.2064,-0.0897,-0.5245,2025-09-24
10010016,50ETF沽10月2800,0.0041,-30.51,761.46,40.66,-0.0534,0.4981,0.1153,-0.0197,-0.101,2025-10-22
10009269,500ETF沽12月6500,0.145,-30.52,49.82,10.1,-0.2027,0.2715,1.094,-0.4579,-0.4896,2025-12-24
10009820,300ETF沽9月4900,0.2541,-31.08,18.34,15.65,-0.8533,1.0646,0.2096,-0.1622,-0.5906,2025-09-24
10009268,500ETF沽12月6250,0.0882,-31.15,81.9,11.03,-0.1347,0.2086,0.8404,-0.3018,-0.3784,2025-12-24
10009281,科创50沽12月900,0.0033,-31.25,422.12,9.46,-0.0224,0.1646,0.04,-0.0098,-0.0297,2025-12-24
10009923,300ETF沽10月4800,0.205,-31.51,22.73,14.13,-0.6218,1.0176,0.6009,-0.3595,-0.5765,2025-10-22
10009285,科创50沽12月1100,0.0188,-31.64,74.1,9.34,-0.1261,0.6374,0.1548,-0.057,-0.1144,2025-12-24
10009283,科创50沽12月1000,0.008,-32.2,174.13,10.46,-0.0601,0.3675,0.0893,-0.0267,-0.0662,2025-12-24
10009280,科创50沽12月850,0.0023,-32.35,605.65,7.33,-0.0121,0.0978,0.0238,-0.0052,-0.0176,2025-12-24
10009472,300ETF沽9月4300,0.0029,-32.56,1606.9,61.38,-0.0382,0.3855,0.0759,-0.0069,-0.2313,2025-09-24
10009957,科创50沽10月1400,0.0853,-32.62,16.33,7.84,-0.48,1.9378,0.1883,-0.0866,-0.3461,2025-10-22
10009840,科创50沽9月1500,0.1252,-33.16,11.13,8.83,-0.7938,2.4012,0.0778,-0.0469,-0.4251,2025-09-24
10008876,科创板50沽9月900,0.0002,-33.33,6805.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008841,500ETF沽9月5250,0.0004,-33.33,18060.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009975,科创板50沽10月1350,0.0735,-34.08,18.52,8.23,-0.4447,1.9904,0.1824,-0.0779,-0.3319,2025-10-22
10009284,科创50沽12月1050,0.0118,-34.08,118.05,10.55,-0.0894,0.4974,0.1208,-0.04,-0.0895,2025-12-24
10008892,300ETF沽9月4303A,0.0029,-34.09,1606.9,63.47,-0.0395,0.3959,0.0779,-0.0071,-0.2375,2025-09-24
10009298,科创板50沽12月850,0.0027,-34.15,504.07,7.46,-0.0148,0.12,0.0275,-0.0063,-0.0202,2025-12-24
10009302,科创板50沽12月1050,0.0144,-34.25,94.51,9.87,-0.1044,0.5773,0.1323,-0.0458,-0.0967,2025-12-24
10009855,科创板50沽9月1450,0.1115,-34.53,12.21,9.27,-0.7592,2.7164,0.083,-0.0435,-0.4503,2025-09-24
10009282,科创50沽12月950,0.0044,-35.29,316.59,12.03,-0.038,0.255,0.0619,-0.0167,-0.046,2025-12-24
10009953,科创50沽10月1200,0.0134,-35.58,103.96,14.22,-0.1368,1.0662,0.1036,-0.0236,-0.1931,2025-10-22
10008863,科创50沽9月1200,0.0027,-35.71,515.93,18.57,-0.036,0.6669,0.0216,-0.0019,-0.1217,2025-09-24
10009971,科创板50沽10月1150,0.0102,-35.85,133.43,14.37,-0.1077,0.9338,0.0856,-0.0181,-0.1578,2025-10-22
10009301,科创板50沽12月1000,0.0089,-35.97,152.92,10.86,-0.071,0.4327,0.0991,-0.0308,-0.0726,2025-12-24
10009899,50ETF沽10月2900,0.009,-36.62,346.89,46.24,-0.1333,0.9858,0.2281,-0.0496,-0.1987,2025-10-22
10009922,300ETF沽10月4700,0.138,-36.81,33.77,17.53,-0.519,1.0667,0.6299,-0.2974,-0.6132,2025-10-22
10009956,科创50沽10月1350,0.0576,-36.91,24.18,9.27,-0.3834,1.8569,0.1804,-0.0683,-0.3333,2025-10-22
10009901,50ETF沽10月3000,0.0232,-36.96,134.57,35.74,-0.2656,1.5012,0.3473,-0.0996,-0.3,2025-10-22
10008860,科创50沽9月1050,0.0005,-37.5,2786.0,0.84,-0.0003,0.0117,0.0004,0.0,-0.002,2025-09-24
10009955,科创50沽10月1300,0.0375,-37.91,37.15,10.79,-0.2904,1.666,0.1619,-0.0511,-0.3002,2025-10-22
10009939,500ETF沽10月7250,0.2661,-38.12,27.15,13.33,-0.4909,0.6064,0.9774,-0.4392,-1.0903,2025-10-22
10009954,科创50沽10月1250,0.0228,-38.38,61.1,12.63,-0.2067,1.3888,0.1349,-0.036,-0.251,2025-10-22
10009974,科创板50沽10月1300,0.048,-38.62,28.35,9.79,-0.3454,1.8569,0.1702,-0.0597,-0.3111,2025-10-22
10009898,50ETF沽10月2850,0.0055,-38.89,567.64,49.38,-0.087,0.7253,0.1678,-0.0322,-0.1467,2025-10-22
10009900,50ETF沽10月2950,0.0138,-39.74,226.23,43.69,-0.1931,1.2549,0.2903,-0.0721,-0.252,2025-10-22
10009839,科创50沽9月1450,0.0849,-39.79,16.41,10.88,-0.6634,3.0741,0.0996,-0.0385,-0.5516,2025-09-24
10009916,300ETF沽10月4100,0.0048,-40.0,970.83,47.38,-0.0488,0.2712,0.1601,-0.027,-0.1613,2025-10-22
10008859,科创50沽9月1000,0.0003,-40.0,4643.33,0.0,0.0,0.0014,0.0,0.0,-0.0002,2025-09-24
10008844,500ETF沽9月6000,0.0015,-40.0,4816.0,0.48,-0.0001,0.0018,0.001,0.0,-0.0033,2025-09-24
10009796,300ETF沽9月4800,0.1629,-40.15,28.61,20.81,-0.7275,1.5397,0.3031,-0.1366,-0.8874,2025-09-24
10009804,科创板50沽9月1400,0.0738,-40.19,18.44,11.3,-0.613,3.3399,0.102,-0.0345,-0.5601,2025-09-24
10009744,500ETF沽9月7500,0.331,-40.31,21.82,16.39,-0.7509,0.8351,0.4487,-0.2205,-1.4951,2025-09-24
10009973,科创板50沽10月1250,0.0299,-40.32,45.52,11.49,-0.2525,1.6094,0.1475,-0.0432,-0.2706,2025-10-22
10009972,科创板50沽10月1200,0.0178,-40.47,76.46,13.14,-0.1719,1.2843,0.1177,-0.0291,-0.2165,2025-10-22
10010018,500ETF沽10月5750,0.005,-40.48,1444.8,7.22,-0.005,0.0224,0.0361,-0.0043,-0.0415,2025-10-22
10008843,500ETF沽9月5750,0.0008,-42.86,9030.0,0.0,0.0,0.0001,0.0,0.0,0.0,2025-09-24
10009938,500ETF沽10月7000,0.1444,-43.39,50.03,17.09,-0.3416,0.5581,0.8996,-0.3021,-1.015,2025-10-22
10009921,300ETF沽10月4600,0.0829,-43.41,56.21,23.2,-0.4127,1.0423,0.6155,-0.2347,-0.6055,2025-10-22
10008810,50ETF沽9月2800,0.0006,-45.45,5203.33,16.13,-0.0031,0.0768,0.0059,-0.0003,-0.0157,2025-09-24
10009934,500ETF沽10月6000,0.0085,-46.2,849.88,15.04,-0.0177,0.0667,0.1076,-0.0152,-0.1236,2025-10-22
10009917,300ETF沽10月4200,0.008,-46.67,582.5,51.03,-0.0876,0.4263,0.2518,-0.0487,-0.2529,2025-10-22
10009935,500ETF沽10月6250,0.0163,-47.76,443.19,21.76,-0.0491,0.1548,0.2495,-0.0424,-0.2861,2025-10-22
10009920,300ETF沽10月4500,0.048,-47.83,97.08,30.13,-0.3104,0.945,0.558,-0.1753,-0.5532,2025-10-22
10008930,科创50沽9月1400,0.0505,-48.05,27.58,13.9,-0.504,3.3603,0.1088,-0.0288,-0.6075,2025-09-24
10009496,50ETF沽9月3100,0.0273,-48.49,114.36,47.77,-0.4177,3.0954,0.2387,-0.0514,-0.6245,2025-09-24
10009502,300ETF沽9月4400,0.0064,-48.8,728.13,73.69,-0.1012,0.8213,0.1617,-0.0184,-0.4917,2025-09-24
10009937,500ETF沽10月6750,0.0704,-48.84,102.61,21.51,-0.2096,0.4379,0.7057,-0.1836,-0.8023,2025-10-22
10008896,50ETF沽9月2900,0.0014,-50.0,2230.0,70.25,-0.0315,0.5627,0.0434,-0.0037,-0.1153,2025-09-24
10009216,科创板50沽9月750,0.0001,-50.0,13610.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008881,科创板50沽9月1150,0.0015,-50.0,907.33,18.33,-0.0202,0.4271,0.013,-0.001,-0.0727,2025-09-24
10009936,500ETF沽10月6500,0.033,-50.0,218.91,24.26,-0.1108,0.2875,0.4634,-0.0963,-0.5295,2025-10-22
10008875,科创板50沽9月850,0.0001,-50.0,13610.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008886,50ETF沽9月2850,0.0007,-50.0,4460.0,48.61,-0.0109,0.2305,0.0178,-0.0012,-0.0472,2025-09-24
10008924,科创板50沽9月1350,0.041,-50.48,33.2,14.69,-0.4425,3.4447,0.1052,-0.0245,-0.5814,2025-09-24
10009760,300ETF沽9月4700,0.0862,-51.19,54.06,30.26,-0.5598,1.8288,0.36,-0.1041,-1.0737,2025-09-24
10009919,300ETF沽10月4400,0.0253,-51.81,184.19,40.36,-0.2191,0.791,0.4671,-0.1231,-0.4657,2025-10-22
10009918,300ETF沽10月4300,0.0134,-51.97,347.76,50.11,-0.1441,0.6078,0.359,-0.0805,-0.3594,2025-10-22
10008906,50ETF沽9月2950,0.0023,-53.06,1357.39,102.48,-0.0755,1.1294,0.0871,-0.0091,-0.231,2025-09-24
10008845,500ETF沽9月6250,0.0022,-54.17,3283.64,8.21,-0.0025,0.0214,0.0115,-0.0006,-0.0398,2025-09-24
10008882,科创板50沽9月1200,0.0034,-55.26,400.29,24.54,-0.0613,1.0584,0.0323,-0.0032,-0.18,2025-09-24
10008879,科创板50沽9月1050,0.0004,-55.56,3402.5,2.72,-0.0008,0.0261,0.0008,0.0,-0.0043,2025-09-24
10008864,科创50沽9月1250,0.0051,-55.65,273.14,25.51,-0.0934,1.4073,0.0456,-0.0051,-0.2567,2025-09-24
10008912,科创50沽9月1350,0.0256,-55.86,54.41,18.42,-0.3385,3.0815,0.0998,-0.0191,-0.5595,2025-09-24
10009048,500ETF沽9月7250,0.1371,-57.59,52.69,27.03,-0.5129,1.05,0.5641,-0.1483,-1.9235,2025-09-24
10008908,300ETF沽9月4401A,0.0053,-57.6,879.25,89.77,-0.1021,0.8264,0.1627,-0.0186,-0.4947,2025-09-24
10009040,50ETF沽9月3000,0.0048,-57.89,650.42,100.16,-0.154,1.8816,0.1451,-0.0187,-0.3838,2025-09-24
10008916,科创板50沽9月1300,0.0195,-58.86,69.79,19.31,-0.2766,2.9204,0.0892,-0.0151,-0.4948,2025-09-24
10008846,500ETF沽9月6500,0.0045,-59.46,1605.33,32.59,-0.0203,0.1299,0.0698,-0.0057,-0.2421,2025-09-24
10009630,300ETF沽9月4600,0.0368,-61.02,126.63,47.7,-0.3767,1.7607,0.3466,-0.0695,-1.0441,2025-09-24
10008890,科创板50沽9月1250,0.0078,-61.76,174.49,25.28,-0.1449,1.9883,0.0607,-0.0078,-0.3377,2025-09-24
10008894,科创50沽9月1300,0.0106,-62.81,131.42,25.63,-0.195,2.3233,0.0752,-0.0108,-0.423,2025-09-24
10009608,300ETF沽9月4500,0.013,-66.23,358.46,77.07,-0.215,1.3552,0.2668,-0.0394,-0.8083,2025-09-24
10008878,科创板50沽9月1000,0.0001,-66.67,13610.0,0.0,0.0,0.0036,0.0001,0.0,-0.0005,2025-09-24
10008877,科创板50沽9月950,0.0001,-66.67,13610.0,0.0,0.0,0.0003,0.0,0.0,0.0,2025-09-24
10008888,500ETF沽9月6750,0.0112,-67.91,645.0,59.47,-0.0922,0.4357,0.2341,-0.0261,-0.81,2025-09-24
10008904,500ETF沽9月7000,0.0405,-69.87,178.37,46.84,-0.2626,0.8588,0.4614,-0.0751,-1.5888,2025-09-24
